name,links,playlist_uris,user
Indie/Rock/Alt Compilation - July 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/6ITE6L4PkD6MGQYYlXfsaO,6ITE6L4PkD6MGQYYlXfsaO,alexrainbirdMusic
Indie/Pop/Folk Compilation - July 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/78ovQof3LXCS4C4TPbVDkp,78ovQof3LXCS4C4TPbVDkp,alexrainbirdMusic
Sad Songs 😓 - An Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/4Bhi9jz2llYpThE3cRy50H,4Bhi9jz2llYpThE3cRy50H,alexrainbirdMusic
Indie/Indie-Folk Compilation - Summer 2020 ☀️ (alexrainbirdMusic),https://open.spotify.com/playlist/1OUBudgfyUELvwChycABwr,1OUBudgfyUELvwChycABwr,alexrainbirdMusic
Indie/Rock/Alt Compilation - June 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/2mLVIPTbLjwqNrUXE0i2Au,2mLVIPTbLjwqNrUXE0i2Au,alexrainbirdMusic
Indie/Pop/Folk Compilation - June 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/0BKXir5U71bqzqKv6D531g,0BKXir5U71bqzqKv6D531g,alexrainbirdMusic
acoustic evenings 🌙🛏️ - A Cozy Indie/Folk/Chill Playlist,https://open.spotify.com/playlist/6E5G3D7J1Rv31euGvWjS2r,6E5G3D7J1Rv31euGvWjS2r,alexrainbirdMusic
Indie/Rock/Alt Compilation - May 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/1sQKbQMA9pnnB49KpJOji6,1sQKbQMA9pnnB49KpJOji6,alexrainbirdMusic
Indie/Pop/Folk Compilation - May 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/0twPlfQnO2RfOoqjL7Zj4l,0twPlfQnO2RfOoqjL7Zj4l,alexrainbirdMusic
Wake Up Happy ☀️ ⏰ - An Indie/Pop/Folk “Good Morning” Playlist | Vol. II,https://open.spotify.com/playlist/42mRyz1LkxSSTvslf2PuLu,42mRyz1LkxSSTvslf2PuLu,alexrainbirdMusic
Indie/Rock/Alt Compilation - April 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/77Z5kHNWBgnThD6umGp3Av,77Z5kHNWBgnThD6umGp3Av,alexrainbirdMusic
Indie/Pop/Folk Compilation - April 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/01sm04hOXPhGMSecuyePM9,01sm04hOXPhGMSecuyePM9,alexrainbirdMusic
Relax Your Mind 😊☕ - A Chilled Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/5e5hrMWduhOU9XHdDRVwH5,5e5hrMWduhOU9XHdDRVwH5,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 6 (800k Subscribers Playlist) 🎉,https://open.spotify.com/playlist/4gDlkeONN4IP2AI3h5c39B,4gDlkeONN4IP2AI3h5c39B,alexrainbirdMusic
Indie/Indie-Folk Compilation - Spring 2020 🌼 (alexrainbirdMusic),https://open.spotify.com/playlist/1Urx9I7zj9Ivt6iRMBnEtR,1Urx9I7zj9Ivt6iRMBnEtR,alexrainbirdMusic
Indie/Rock/Alt Compilation - March 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/6eT1wdalHeI5wGzoxWK4Oc,6eT1wdalHeI5wGzoxWK4Oc,alexrainbirdMusic
Indie/Pop/Folk Compilation - March 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/2yxCNM9oGAgWa3KR4DuGor,2yxCNM9oGAgWa3KR4DuGor,alexrainbirdMusic
Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 4,https://open.spotify.com/playlist/5Ts24aXoCQL3Tts0kfN1NL,5Ts24aXoCQL3Tts0kfN1NL,alexrainbirdMusic
Indie/Rock/Alt Compilation - February 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/4tfEGeY6Rk8Ylpdk6v4cys,4tfEGeY6Rk8Ylpdk6v4cys,alexrainbirdMusic
Indie/Pop/Folk Compilation - February 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/6oeBaDrQ6cuPXvoq9Negpi,6oeBaDrQ6cuPXvoq9Negpi,alexrainbirdMusic
Goodnight World 🌌 - An Indie/Folk/Chill Sleeping Playlist,https://open.spotify.com/playlist/37uGzNUhiwatGcKFFlgT02,37uGzNUhiwatGcKFFlgT02,alexrainbirdMusic
Indie/Rock/Alt Compilation - January 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/3RjOzJcLlJs4mgGf00Uqvb,3RjOzJcLlJs4mgGf00Uqvb,alexrainbirdMusic
Indie/Pop/Folk Compilation - January 2020 (alexrainbirdMusic),https://open.spotify.com/playlist/4AfbRPZrJbVFUHRhzdF4dD,4AfbRPZrJbVFUHRhzdF4dD,alexrainbirdMusic
"Relax/Chill Indie ☕ | alexrainbirdMusic (Acoustic, Folk, Pop)",https://open.spotify.com/playlist/6YSm3oZ7eHqFiG2700SSlZ,6YSm3oZ7eHqFiG2700SSlZ,alexrainbirdMusic
"beautiful indie songs 🗻 | alexrainbirdMusic (Folk, Pop, Chill, Acoustic)",https://open.spotify.com/playlist/6MJx6Apsd25rW7y2uQd8TF,6MJx6Apsd25rW7y2uQd8TF,alexrainbirdMusic
Indie Road Trip 🚐 | alexrainbirdMusic,https://open.spotify.com/playlist/1uJyAo2C4eqROhaRmpaHFJ,1uJyAo2C4eqROhaRmpaHFJ,alexrainbirdMusic
Dark Indie 👻 | alexrainbirdMusic,https://open.spotify.com/playlist/2tLo4rEyQaeKQ3C7ixIRpl,2tLo4rEyQaeKQ3C7ixIRpl,alexrainbirdMusic
Indie Coffeeshop ☕ | alexrainbirdMusic,https://open.spotify.com/playlist/7h67NeS0CR0gE7k07H2w3c,7h67NeS0CR0gE7k07H2w3c,alexrainbirdMusic
Indie Love ❤️ | alexrainbirdMusic,https://open.spotify.com/playlist/54iw57ZPCreTvtf2oZ8hbm,54iw57ZPCreTvtf2oZ8hbm,alexrainbirdMusic
"Indie Studying 📚 | alexrainbirdMusic (Pop, Folk, Acoustic)",https://open.spotify.com/playlist/2YvSP2De6yDIyYNsIkde80,2YvSP2De6yDIyYNsIkde80,alexrainbirdMusic
"Spring Indie 🌼 | alexrainbirdMusic (Folk, Pop, Acoustic)",https://open.spotify.com/playlist/0IktaIecOtqKhtyeEaxC7R,0IktaIecOtqKhtyeEaxC7R,alexrainbirdMusic
Summer Indie ☀️ | alexrainbirdMusic,https://open.spotify.com/playlist/2CnIfUl64g1YYEvgVHVrZ4,2CnIfUl64g1YYEvgVHVrZ4,alexrainbirdMusic
Indie Christmas 2019 🎄 - A Festive Folk/Pop Playlist,https://open.spotify.com/playlist/5xgEVLwuWTfOS4uRVvWN5X,5xgEVLwuWTfOS4uRVvWN5X,alexrainbirdMusic
Indie/Rock/Alt Compilation - December 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/3Imz1clQfmPkoR35NTamGF,3Imz1clQfmPkoR35NTamGF,alexrainbirdMusic
Indie/Pop/Folk Compilation - December 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/5c8SnrQKJpXZVgqfYB4xM5,5c8SnrQKJpXZVgqfYB4xM5,alexrainbirdMusic
Indie/Indie-Folk Compilation - Winter 2019 ❄️ (alexrainbirdMusic),https://open.spotify.com/playlist/7tokn4PLNIlaoH1FGmarEN,7tokn4PLNIlaoH1FGmarEN,alexrainbirdMusic
Indie/Rock/Alt Compilation - November 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/2hWUVRjAvvaX11TNDwApFd,2hWUVRjAvvaX11TNDwApFd,alexrainbirdMusic
Indie/Pop/Folk Compilation - November 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/1OJlYIzrcnDkJB4Oi5c22w,1OJlYIzrcnDkJB4Oi5c22w,alexrainbirdMusic
Stress-Free Studying 📚 - An Indie/Folk/Pop Playlist | Vol. 2,https://open.spotify.com/playlist/0S0lOyRml4znzJQw7Azzsg,0S0lOyRml4znzJQw7Azzsg,alexrainbirdMusic
"alexrainbirdMusic LIVE SHOW Playlist (Cinders, Canyon City, All Faces)",https://open.spotify.com/playlist/2GmBBtTtG8oTWw6HwKFEaV,2GmBBtTtG8oTWw6HwKFEaV,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 5 (700k Subscribers Playlist) 🎉,https://open.spotify.com/playlist/3oUo1zD80LAdJmEGcmk951,3oUo1zD80LAdJmEGcmk951,alexrainbirdMusic
Cozy Coffeehouse ☕ - An Indie/Folk/Acoustic Playlist | Vol. 2,https://open.spotify.com/playlist/1WlXrFdrdNlHck9ESV6UJ3,1WlXrFdrdNlHck9ESV6UJ3,alexrainbirdMusic
Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/2z6enBn8jN1VZaLKrqIeaT,2z6enBn8jN1VZaLKrqIeaT,alexrainbirdMusic
Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/3vEk5JuKLMo0cMck9n47Kh,3vEk5JuKLMo0cMck9n47Kh,alexrainbirdMusic
Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/1YUGNq2I6CrSJHLrqeORrg,1YUGNq2I6CrSJHLrqeORrg,alexrainbirdMusic
Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/0jLAdMEFshTq0gAPblzVIh,0jLAdMEFshTq0gAPblzVIh,alexrainbirdMusic
Indie/Pop/Folk Compilation - September 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/2VqLfzrd7RiC0Tanb8y0sV,2VqLfzrd7RiC0Tanb8y0sV,alexrainbirdMusic
All Faces - The Essentials Playlist,https://open.spotify.com/playlist/4MwWKsFvbpBWKaotp9CEk7,4MwWKsFvbpBWKaotp9CEk7,alexrainbirdMusic
Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. II,https://open.spotify.com/playlist/64LXGxj4WB4i7Wmz8o9W00,64LXGxj4WB4i7Wmz8o9W00,alexrainbirdMusic
Travel the World ✈️🌍 - An Indie/Pop/Folk Playlist ,https://open.spotify.com/playlist/6RUPUtjJERfXZfTeNVKUmG,6RUPUtjJERfXZfTeNVKUmG,alexrainbirdMusic
Indie/Rock/Alt Compilation - August 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/3cSODdSiLMhR5f9ZAtZ1U8,3cSODdSiLMhR5f9ZAtZ1U8,alexrainbirdMusic
Indie/Pop/Folk Compilation - August 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/2poSVvRmFmTfwFO3DC2ivx,2poSVvRmFmTfwFO3DC2ivx,alexrainbirdMusic
Canyon City - The Essentials Playlist,https://open.spotify.com/playlist/6kKL8OVF4DnIE3rTajeSly,6kKL8OVF4DnIE3rTajeSly,alexrainbirdMusic
HELLO SUNSHINE ☀️ - A Summer Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/2d6PxXEIrV338dsf9ggcUr,2d6PxXEIrV338dsf9ggcUr,alexrainbirdMusic
Indie/Rock/Alt Compilation - July 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/3wMb4DqnfkWIv5PpzQGWeP,3wMb4DqnfkWIv5PpzQGWeP,alexrainbirdMusic
Indie/Pop/Folk Compilation - July 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/6sq53U1qM3igusCdKSPKox,6sq53U1qM3igusCdKSPKox,alexrainbirdMusic
Cinders - The Essentials Playlist,https://open.spotify.com/playlist/22LCvnAZ9pP27Ax21w0M46,22LCvnAZ9pP27Ax21w0M46,alexrainbirdMusic
Wild And Free 🎒🏕️ - An Indie/Pop/Folk “Adventure” Playlist,https://open.spotify.com/playlist/3s1BGzgZ91G8Tyupi5TzIo,3s1BGzgZ91G8Tyupi5TzIo,alexrainbirdMusic
Indie/Indie-Folk Compilation - Summer 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/6DcmeHyJioxN8RZuRTkotC,6DcmeHyJioxN8RZuRTkotC,alexrainbirdMusic
Indie/Rock/Alt Compilation - June 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/307F72XHELygDxwSSXjACW,307F72XHELygDxwSSXjACW,alexrainbirdMusic
Indie/Pop/Folk Compilation - June 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/7JCXxiB2tKHL0Xttnfk0jB,7JCXxiB2tKHL0Xttnfk0jB,alexrainbirdMusic
Acoustic Afternoons 😌🎧 - A Lazy Indie/Folk/Chill Playlist,https://open.spotify.com/playlist/4mQl0ZGb1jqWCzjTiUgADd,4mQl0ZGb1jqWCzjTiUgADd,alexrainbirdMusic
Indie/Rock/Alt Compilation - May 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/34CuXHVexYmDZRdUKLzfE9,34CuXHVexYmDZRdUKLzfE9,alexrainbirdMusic
Indie/Pop/Folk Compilation - May 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/6tMxWC2BWut1onCxW0JCb8,6tMxWC2BWut1onCxW0JCb8,alexrainbirdMusic
Wake Up Happy ☀️ 🥣 - An Indie/Pop/Folk “Good Morning” Playlist,https://open.spotify.com/playlist/2szO1mTOnyZbDIJVmyuLTp,2szO1mTOnyZbDIJVmyuLTp,alexrainbirdMusic
Indie/Rock/Alt Compilation - April 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/0geL56o1LUx7qi2IdGltsO,0geL56o1LUx7qi2IdGltsO,alexrainbirdMusic
Indie/Pop/Folk Compilation - April 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/7mdn4k2TEddxeaS8I6GqWH,7mdn4k2TEddxeaS8I6GqWH,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 4 (600k Subscribers Playlist) 🎉,https://open.spotify.com/playlist/4jJQHiYxdc65vR7LPickn5,4jJQHiYxdc65vR7LPickn5,alexrainbirdMusic
Indie/Indie-Folk Compilation - Spring 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/18gku1hBT22Prg7ljuUk1m,18gku1hBT22Prg7ljuUk1m,alexrainbirdMusic
Indie/Rock/Alt Compilation - March 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/42PI64jMgSgXAbrHhEXcrl,42PI64jMgSgXAbrHhEXcrl,alexrainbirdMusic
Indie/Pop/Folk Compilation - March 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/18hs1F9tHZAGaAxevIxpyg,18hs1F9tHZAGaAxevIxpyg,alexrainbirdMusic
Forests & Firewood 🔥 - An Indie/Folk/Pop Campfire Playlist 🏕️,https://open.spotify.com/playlist/4zr0CYp8sqMRePxF15GzoF,4zr0CYp8sqMRePxF15GzoF,alexrainbirdMusic
Indie/Rock/Alt Compilation - February 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/4zqqmKSzso0a5ZvUoN7cIJ,4zqqmKSzso0a5ZvUoN7cIJ,alexrainbirdMusic
Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/5xFC0yRJU6VYN4W5Gw7soL,5xFC0yRJU6VYN4W5Gw7soL,alexrainbirdMusic
Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3,https://open.spotify.com/playlist/5Nt7slHdLVPOtXbu9kU8LJ,5Nt7slHdLVPOtXbu9kU8LJ,alexrainbirdMusic
Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/3MJmWSJXlYkLn1fYLOHa4Y,3MJmWSJXlYkLn1fYLOHa4Y,alexrainbirdMusic
Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic),https://open.spotify.com/playlist/7yrJizBfifrJLVlTUhqlwL,7yrJizBfifrJLVlTUhqlwL,alexrainbirdMusic
alexrainbirdMusic 2019,https://open.spotify.com/playlist/1cwmC5BQ6IIuLsbyZNBIJl,1cwmC5BQ6IIuLsbyZNBIJl,alexrainbirdMusic
Indie Christmas 2018 🎄 - A Festive Folk/Pop Playlist,https://open.spotify.com/playlist/68lBmZNT96IB6MOWa341Tw,68lBmZNT96IB6MOWa341Tw,alexrainbirdMusic
Indie/Rock/Alt Compilation - December 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/5udg0DccGON9fGqo2HMX5E,5udg0DccGON9fGqo2HMX5E,alexrainbirdMusic
Indie/Pop/Folk Compilation - December 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6iqTx7hl8Lnwp8CQpUHo4l,6iqTx7hl8Lnwp8CQpUHo4l,alexrainbirdMusic
Indie/Indie-Folk Compilation - Winter 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/42vqFX7ym8ncO4l07PS7Gl,42vqFX7ym8ncO4l07PS7Gl,alexrainbirdMusic
Indie/Rock/Alt Compilation - November 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/5R1Oi4yS6PyM43CDKoCBbC,5R1Oi4yS6PyM43CDKoCBbC,alexrainbirdMusic
Indie/Pop/Folk Compilation - November 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/4XXg3BKvuhLQbYgJWSCmgq,4XXg3BKvuhLQbYgJWSCmgq,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 3 (500k Subscribers Playlist) 🎉,https://open.spotify.com/playlist/7A8z9IozMMSxriiK32oKyy,7A8z9IozMMSxriiK32oKyy,alexrainbirdMusic
Dark Forest 🦇 - An Indie/Folk/Alternative Playlist | Vol. 2 (Halloween 2018),https://open.spotify.com/playlist/3DbEGRA5FEBDrWcubSyWSN,3DbEGRA5FEBDrWcubSyWSN,alexrainbirdMusic
Indie/Rock/Alt Compilation - October 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/2OqLOB41koEqRleeWcqCcF,2OqLOB41koEqRleeWcqCcF,alexrainbirdMusic
Indie/Pop/Folk Compilation - October 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/5qTR09CsVeHnQyqJqWarGz,5qTR09CsVeHnQyqJqWarGz,alexrainbirdMusic
Indie/Indie-Folk Compilation - Autumn/Fall 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0S6C4cOwAOa4RtF2tg0uM6,0S6C4cOwAOa4RtF2tg0uM6,alexrainbirdMusic
Cozy Coffeehouse ☕ - An Indie/Folk/Acoustic Playlist,https://open.spotify.com/playlist/0DXplL3GV8OVo9lTw5Mt9m,0DXplL3GV8OVo9lTw5Mt9m,alexrainbirdMusic
Indie/Rock/Alt Compilation - September 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/7K6PQ40Dqlssbskx8i34D7,7K6PQ40Dqlssbskx8i34D7,alexrainbirdMusic
Indie/Pop/Folk Compilation - September 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/5j3S2lPAMDUwl8WkGchzfs,5j3S2lPAMDUwl8WkGchzfs,alexrainbirdMusic
Road Trip 🚐 - An Indie/Pop/Folk/Rock Playlist | Vol. 2,https://open.spotify.com/playlist/5Lg2Nww92nKN5Bwi3gbiaW,5Lg2Nww92nKN5Bwi3gbiaW,alexrainbirdMusic
Indie/Rock/Alt Compilation - August 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6IgPSA3IT23cDrqEdZdV4p,6IgPSA3IT23cDrqEdZdV4p,alexrainbirdMusic
Indie/Pop/Folk Compilation - August 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6cajB6T3GWId9QrAWX2u3i,6cajB6T3GWId9QrAWX2u3i,alexrainbirdMusic
Wanderlust 🌲 - An Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/7pKDxGIoK9L2sWXS8usaYR,7pKDxGIoK9L2sWXS8usaYR,alexrainbirdMusic
Good Vibes! 🙌 - A Happy Indie/Pop/Folk Playlist,https://open.spotify.com/playlist/1YbHmfZCO8V91Nd0LGoXY2,1YbHmfZCO8V91Nd0LGoXY2,alexrainbirdMusic
Beach Days 🏖️ - A Summer Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/7aM61ztASk7BXXi6gxfxOR,7aM61ztASk7BXXi6gxfxOR,alexrainbirdMusic
Indie/Rock/Alt Compilation - Summer 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0onO9pbBLXIw1XS3urI0wx,0onO9pbBLXIw1XS3urI0wx,alexrainbirdMusic
Indie/Pop/Folk Compilation - Summer 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/3viGlAgXLEQ5XoAV6OfT1F,3viGlAgXLEQ5XoAV6OfT1F,alexrainbirdMusic
Indie/Rock/Alt Compilation - June 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6bIzCMBfMzSmVx7afxuS5n,6bIzCMBfMzSmVx7afxuS5n,alexrainbirdMusic
Indie/Pop/Folk Compilation - June 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0naW8FLGkfqASDrUXTCG6x,0naW8FLGkfqASDrUXTCG6x,alexrainbirdMusic
Stress-Free Studying 📚 - An Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/32gzGnTXOLzqZWLA0XtKjn,32gzGnTXOLzqZWLA0XtKjn,alexrainbirdMusic
Indie/Rock/Alt Compilation - May 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6rfhxsvbDOKRxtwG0fM6yV,6rfhxsvbDOKRxtwG0fM6yV,alexrainbirdMusic
Indie/Pop/Folk Compilation - May 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/4FCkiUgOajZVeP1KSWLOBb,4FCkiUgOajZVeP1KSWLOBb,alexrainbirdMusic
beautiful. 🗻 - An Emotional Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/6xaNfs2soVT4pfHKe47Fyt,6xaNfs2soVT4pfHKe47Fyt,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 2 (400k Subscribers Playlist),https://open.spotify.com/playlist/2ZQGzKD8UWjiX82TNo3vlO,2ZQGzKD8UWjiX82TNo3vlO,alexrainbirdMusic
Indie/Rock/Alt Compilation - April 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0cZZzglXn1FdRK8772QM8j,0cZZzglXn1FdRK8772QM8j,alexrainbirdMusic
Indie/Pop/Folk Compilation - April 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0JoJbXiiU0FoZXqJc1nzto,0JoJbXiiU0FoZXqJc1nzto,alexrainbirdMusic
Indie/Indie-Folk Compilation - Spring 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/02YM2Px1AeiKxNwgJZizMu,02YM2Px1AeiKxNwgJZizMu,alexrainbirdMusic
Indie/Rock/Alt Compilation - March 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/0BELcxg6rvhPLeuEd3w2Kr,0BELcxg6rvhPLeuEd3w2Kr,alexrainbirdMusic
Indie/Pop/Folk Compilation - March 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/6VcV4vXprXXYeY1MzmIuwx,6VcV4vXprXXYeY1MzmIuwx,alexrainbirdMusic
Tender Love ❤️ - An Indie/Folk/Pop Playlist | Vol. 2,https://open.spotify.com/playlist/6vdpb16whKHWjQJmxoWR4N,6vdpb16whKHWjQJmxoWR4N,alexrainbirdMusic
The Ultimate Indie-Folk Playlist | Vol. 2,https://open.spotify.com/playlist/0X1vaoUlUuIdOcxMRTQVRc,0X1vaoUlUuIdOcxMRTQVRc,alexrainbirdMusic
Indie/Rock/Alt Compilation - February 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/3CQycGYY0P09wzcboTnLZT,3CQycGYY0P09wzcboTnLZT,alexrainbirdMusic
Indie/Pop/Folk Compilation - February 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/7xD1zVmFWKJNfAjaiOzLNl,7xD1zVmFWKJNfAjaiOzLNl,alexrainbirdMusic
Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 2,https://open.spotify.com/playlist/1Bzyec2TKWMfzPlBQjClQO,1Bzyec2TKWMfzPlBQjClQO,alexrainbirdMusic
Indie/Rock/Alt Compilation - January 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/3faxUHimghRYMUdIZsjNKc,3faxUHimghRYMUdIZsjNKc,alexrainbirdMusic
alexrainbirdMusic 2018,https://open.spotify.com/playlist/2gCHaXDsqqmjpec20FN5Lc,2gCHaXDsqqmjpec20FN5Lc,alexrainbirdMusic
Indie/Pop/Folk Compilation - January 2018 (alexrainbirdMusic),https://open.spotify.com/playlist/4jAydHiD7oNFHbJDERZkKI,4jAydHiD7oNFHbJDERZkKI,alexrainbirdMusic
Indie Christmas 2017 🎄 - A Festive Folk/Pop Playlist,https://open.spotify.com/playlist/7biaL2zg9iTBsQNhHDjIyM,7biaL2zg9iTBsQNhHDjIyM,alexrainbirdMusic
Indie/Rock/Alt Compilation - December 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/3vubqkguVtIk0ty1cCZ8PD,3vubqkguVtIk0ty1cCZ8PD,alexrainbirdMusic
Indie/Pop/Folk Compilation - December 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/1DBmv7V3HB97btBYvHNCve,1DBmv7V3HB97btBYvHNCve,alexrainbirdMusic
Indie/Indie-Folk Compilation - Winter 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4wAzmgvDE1rKFeh5wY8y9h,4wAzmgvDE1rKFeh5wY8y9h,alexrainbirdMusic
Indie/Rock/Alt Compilation - November 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/0HUKIBBirZLesZbVHQk3ZR,0HUKIBBirZLesZbVHQk3ZR,alexrainbirdMusic
Indie/Pop/Folk Compilation - November 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/6OkaqBNZUJevCyKqOBfKyY,6OkaqBNZUJevCyKqOBfKyY,alexrainbirdMusic
Dark Forest 🦇 - An Indie/Folk/Alternative Playlist,https://open.spotify.com/playlist/7KxDGuZPr8T89MOIN6ZQcd,7KxDGuZPr8T89MOIN6ZQcd,alexrainbirdMusic
Indie/Rock/Alt Compilation - October 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/5JRs3ZWvdcAI4JKFsDmWVE,5JRs3ZWvdcAI4JKFsDmWVE,alexrainbirdMusic
Indie/Pop/Folk Compilation - October 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/2M7EGpUYA8qt1l3RbpW4sw,2M7EGpUYA8qt1l3RbpW4sw,alexrainbirdMusic
Best of alexrainbirdMusic // Vol. 1 (300k Subscribers Playlist),https://open.spotify.com/playlist/02ZaYwpuR7EQzhi6TwHDes,02ZaYwpuR7EQzhi6TwHDes,alexrainbirdMusic
Indie/Indie-Folk Compilation - Autumn/Fall 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4JXxErykngJk16oYIAUfss,4JXxErykngJk16oYIAUfss,alexrainbirdMusic
Indie/Rock/Alt Compilation - September 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/43xufDeZNg0sERQ9AO1Wo0,43xufDeZNg0sERQ9AO1Wo0,alexrainbirdMusic
Indie/Pop/Folk Compilation - September 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/5fDhSqDAtt2JAKQ4wmx0Td,5fDhSqDAtt2JAKQ4wmx0Td,alexrainbirdMusic
Road Trip 🚐 - An Indie/Pop/Folk/Rock Playlist,https://open.spotify.com/playlist/3228d9AQ3AR7WKJIAEBASH,3228d9AQ3AR7WKJIAEBASH,alexrainbirdMusic
Indie/Rock/Alt Compilation - August 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/2viFsVns2yrgeqvA536Gde,2viFsVns2yrgeqvA536Gde,alexrainbirdMusic
Indie/Pop/Folk Compilation - August 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/3HlrAX3jMHCTcoHq4LUghu,3HlrAX3jMHCTcoHq4LUghu,alexrainbirdMusic
