artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Sheffield,4CDXbURs9NxZWRLVZ2HHto,31,[indiecoustica],Sheffield,7f5qdAOLPWQsddxgi2hhwB,Say I Do,0x28k5m2qN7sLUHzee3te8,0,0.467,0.45,5,-9.274,1,0.0353,0.711,0,0.108,0.58,93.356,157893,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Signs of Life,25YWvwH62NTWlnGEvcMSUs,0,0.591,0.161,9,-12.138,1,0.0281,0.922,0,0.087,0.202,112.017,198133,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Dark Clouds,2crCkZOkGgl7iV1b35C2zU,0,0.731,0.492,4,-10.062,1,0.029,0.644,0,0.101,0.481,102.959,217282,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Cypress,0J7CXD5MWLqn3pcTDoGEhu,18,[],A Fine Line,3yp0ICS4BC2ZizQ0k8yQCV,Books,2pfOQJrLP7zrz8shC7Vt5X,5,0.44,0.467,4,-10.233,1,0.0326,0.637,0.000287,0.109,0.177,77.374,212286,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Keep It Down,5hgNZ9SfvMHetYE07XgBEr,0,0.612,0.241,2,-10.199,1,0.0419,0.855,0,0.0962,0.157,123.494,238440,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Ready to Break,0DzEjkDk91fwTo1GF1Sh3p,0,0.614,0.812,1,-6.388,1,0.0745,0.0213,0,0.0698,0.698,151.973,244427,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,New York Will Be Too Empty,7ltnf8XMJW4uzooaaK0m6y,0,0.697,0.462,1,-9.318,1,0.173,0.247,0,0.101,0.913,180.101,192333,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Look at Me,603WJS3IhLtQU58lg7LWjZ,0,0.467,0.129,0,-11.226,1,0.0332,0.89,9.21E-06,0.0761,0.11,91.359,279547,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Secrets,6TbtMvhh7HyEeu1JqitiKk,0,0.493,0.346,10,-9.83,1,0.036,0.158,0,0.134,0.291,72.672,186347,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Michael Dunstan,1NiUyWpQtsymFf3Ks4DZlt,34,"[australian indie folk, australian singer-songwriter]",The Unknown,0eVIkspIjZcIlRHK2ZhxRJ,The Unknown,2RBhr2KDW8OdxAVUHxsMwo,15,0.646,0.346,0,-11.972,1,0.0373,0.893,0.381,0.102,0.241,126.66,264547,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Maurice Amour,5bPG5kFZTh2FAqOmBNhbeF,0,[cornwall indie],Believe Yourself (Acoustic),7etlUrYROB3XRiGOogR8Cv,Believe Yourself (Acoustic),3jog8sNxo475Bxhz2UqH3R,0,0.742,0.395,8,-10.124,0,0.0318,0.873,0.00618,0.103,0.751,100.021,231000,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,You & I,1AF7kNTOYnTx7lcx6gKBIt,0,0.371,0.12,1,-16.622,1,0.0367,0.975,0.121,0.111,0.134,154.527,199530,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Alyssa Frost,72FO20qGRfbSjKJlwNGz0l,3,[],Alyssa Frost,5wOwpxrNm0BWAk13z87Tz1,Let Me Be,5gGvUMc96ihODonie22Kwq,1,0.482,0.304,0,-9.719,1,0.0259,0.385,5.19E-06,0.109,0.185,104.992,237407,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Smart Objects,0fLCbrBDLBGnjMhjwWmOvy,3,[],Devastator,0r8YBmhWjA7rVAii8ZOCYZ,Devastator,2DPCrezHALUlXsWDqaHeyL,0,0.701,0.706,2,-7.962,1,0.0332,0.112,0,0.116,0.72,115.956,280200,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Freyr,0XEC2bQgKvaq09BZFPDA9y,45,"[indie folk, modern indie folk]",I'm Here,1BV84YEVLuB1qtXXD4Ty8C,I'm Here,5YmlD3BpFX8JE2vQjwTxzk,0,0.588,0.419,2,-12.731,1,0.0345,0.957,0.745,0.0548,0.811,157.431,132747,3,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (February 2019),24vPINQvNw4BDFJnyH8ivB,Coda,5z6V0pwRnVEhsn3AOhixNB,0,0.578,0.288,11,-15.851,1,0.0303,0.93,0.0495,0.105,0.138,141.938,345634,4,Indie/Pop/Folk Compilation - February 2019 (alexrainbirdMusic)
Lawson Hull,218354K2Ph7ewCzbVvGe0K,44,[modern indie folk],Sunday,5GSIvABoIQ5Q25RRWO8pm5,Sunday,4q0wjWRsLnjoSeVpcsAFTw,0,0.452,0.742,7,-7.913,1,0.034,0.424,0.0351,0.11,0.533,185.989,254666,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Curtis Walsh,1skYjCzZNmy9Zjk7mdFgeS,38,[irish singer-songwriter],Full Recovery,55kKxRQU88cq5WROG4BJ6v,Full Recovery,0C5jmw61aKNP6ngy0FXm56,0,0.506,0.307,9,-9.753,1,0.0465,0.786,0,0.111,0.407,152.842,176135,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Tom Speight,02U4dXZhGSo07f66l8JZ91,53,"[indie folk, indiecoustica, viral pop]",Collide,3kQX01kdE3GCZNoyowONjK,Collide,2Kik93LzYWedRq41pH6eDN,0,0.592,0.533,4,-9.749,1,0.0339,0.618,0.0117,0.0588,0.205,96.363,187150,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Ocie Elliott,5jbk18C7YXRcEZxUWPJCyT,66,"[indie folk, stomp and holler, victoria bc indie]",Hold My Name,1P5HlEf9muATwm3IOcUTj4,Hold My Name,0uIPTKuwFh4ZJ6V3FsX6a1,0,0.322,0.226,0,-14.243,1,0.0323,0.902,0.144,0.108,0.212,169.567,214598,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Jamie Yost,57OqjpUUh30iPP1oRsuU96,13,[devon indie],Runaway,5iINApKb1jqujOWQXDq5gu,Runaway,0QJsWuB8dENFShWP4ZsgjK,17,0.637,0.316,4,-11.911,1,0.0305,0.301,0.00754,0.0951,0.207,122.852,275103,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN,79,[filmi],It Isn't True,0Jf3ik8EBMzqAs9kfEfli1,It Isn't True,41sEwSqWaTv2ej0GgRrV6C,0,0.347,0.196,9,-12.802,1,0.0322,0.953,0.0354,0.198,0.0831,110.66,187562,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
The Como Brothers,0b224J8SgGduU4c23pfuKv,18,[],See the Light,1Fq5H9L6t3cvVGPLlHox1y,See the Light,3DjDHwQKbMIOqmooYNNPfi,0,0.569,0.692,0,-8.85,1,0.0329,0.393,4.00E-05,0.29,0.487,89.987,205404,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Matt Walden,2nPIXmAYsFJ4DwYydnATFI,38,[teen pop],Yellow Rose,6mublp8dtm72PIBtH1BEti,Yellow Rose,03TraKm4E2rwOWpMZleElW,0,0.634,0.129,7,-15.798,1,0.0366,0.751,2.76E-06,0.316,0.15,116.774,393370,3,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Chase McBride,6RlaScSXjYLYi4RAq4FgCX,38,[folk-pop],Pink Lemonade,6JCqaaiWQtR1gm5qyO7iRo,Laws of Attraction,2OZpGNQKyWRlnIbpSijfss,0,0.667,0.522,7,-10.54,1,0.0318,0.639,0.037,0.104,0.168,142.868,211469,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Frances Luke Accord,5QkBg1W35HTtZZMiPk134k,32,"[ambient folk, modern indie folk]",Silver & Gold,6k3wrGMelwSZj8Y5HSQFp7,Silver & Gold,1hzrn3zVR6fkGQUI4pkjpU,14,0.673,0.25,4,-12.774,1,0.0341,0.922,0.0165,0.177,0.263,124.671,214946,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Drakeford,5M7hCkA0s91a3BqfktxLfK,30,"[christian indie, indiecoustica]",The Venture,0zh5HcwIbb5WuQ9rdm6CwI,Seattle Rain,3ZUVpMFrjJYYX4TTuPXXef,24,0.418,0.198,10,-8.879,1,0.0323,0.806,0,0.0693,0.387,89.074,218653,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Indie-Folk Compilation (Winter 2018),2vNwYgVavfezB1mbrYUmKs,If Worse Comes to Worst,3clu59QpdOv3kfA6XTt1r6,0,0.548,0.212,6,-16.814,1,0.0344,0.961,0.175,0.151,0.273,144.942,240000,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Matt Spicer,5KG1cWpZnIyV9sCwudfAvM,6,[],Matt Spicer,3RCD8nHnuGvvq1JyXMSTCu,Build You a Home,7Ba9RRo5GIUH7gqmxCubFA,4,0.387,0.494,2,-11.059,0,0.0303,0.557,0.132,0.118,0.108,153.975,267000,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Scott Orr,12vInSu21rqLXfH6QKTLl1,35,[stomp and flutter],Worried Mind,4h0xoGomQxDmfgkzNFKDM2,Seasons,0jAGimYCd9yVFxJr5oAFjR,0,0.709,0.364,8,-13.307,1,0.0461,0.542,0.86,0.0695,0.777,91.023,208000,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Beach Days: A Summer Indie / Folk / Pop Playlist,63V7LS6qHrsXcQTDVjacXp,Waters,4vUJ9eMSkr2WGwMkN7NEm8,0,0.627,0.207,11,-14.418,1,0.0356,0.924,0.876,0.192,0.358,107.274,220000,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Victoria Bigelow,3QcQHXrN1oIQO9kCihqNCU,41,"[gen z singer-songwriter, nashville indie]",Blame,55AQ06UMSNvcrcfH9JcKAd,Blame,4ah7FRnDibxX98FWaPC95y,0,0.633,0.257,11,-13.764,1,0.0324,0.899,0,0.0993,0.198,119.99,200749,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Cinders,3kbFTAkkC68vVXA87WHDS4,31,[slc indie],Looking Forward to Looking Back,6m8nFFBk5sl4bwsYukbF9O,Fools,4rpxaw3JOS8roEX69vtH5j,0,0.746,0.256,10,-9.938,1,0.0332,0.863,0,0.14,0.204,124.895,218817,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Simen Mitlid,3AE2EXc8hnJxb0AoGf3i2A,29,[oslo indie],Saturdays,3q81uFwMRLRmu3GqIVZwYS,Saturdays,2YED9VicGdL1YlRW0T16oN,33,0.573,0.153,4,-17.318,1,0.0341,0.9,0.00166,0.117,0.231,147.963,208906,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Toby Johnson,6aWiYkCceJsc6lorPBdvIg,34,[indie anthem-folk],Mississippi,1cEaVpsgqUblzU43BVXEfV,Mississippi,0TFgmHw6kKcuDahTYxwARq,0,0.665,0.207,4,-15.175,1,0.0383,0.974,1.14E-05,0.0988,0.32,122.961,302439,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Chase McBride,6RlaScSXjYLYi4RAq4FgCX,38,[folk-pop],Pink Lemonade,6JCqaaiWQtR1gm5qyO7iRo,What a Way,1wKEfqfQQfGsjvytkxSwmH,0,0.601,0.504,9,-10.4,1,0.0685,0.238,0.000172,0.126,0.478,88.033,199773,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Indie-Folk Compilation (Winter 2018),2vNwYgVavfezB1mbrYUmKs,Darling I'm Gone,538n6ArKlBsYZP2HeLPWGg,0,0.587,0.198,0,-12.9,1,0.0338,0.916,0.00242,0.117,0.202,142.475,145547,3,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (November 2018),3NaaiNR5JCv5zqPvoLVIp3,Something New,5tCeDPPe1FMc6dMLUh8tCq,0,0.845,0.358,2,-9.862,1,0.044,0.407,0.00104,0.13,0.405,107.036,205234,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop/ Folk Compilation (December 2018),7ff3QWCJBrlAgBz9bcJRvw,Rainbows,1IewPj9nZ5xyLpzNDsBHZC,0,0.404,0.311,5,-12.04,1,0.0315,0.668,0.204,0.111,0.0641,73.895,163907,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Indie-Folk Compilation (Winter 2018),2vNwYgVavfezB1mbrYUmKs,Porcelain,5sUhcX9DRIlbXL8sweIzC1,0,0.547,0.233,8,-14.546,1,0.0377,0.925,0.000607,0.116,0.0637,123.37,252597,4,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 3
Ten Fé,3cohAS2UQTaOo80kCn8qjT,45,[metropopolis],Won't Happen,1BYnOq3C7iIjVl6aeWCAdh,Won't Happen,3FJGXFGCfTboarfo8TQRbs,0,0.651,0.775,5,-4.566,1,0.0264,0.00476,0.154,0.382,0.73,142.027,247760,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Stay Golden,03r2P9D5OQqkGWy6RST0FW,0,0.529,0.759,7,-5.732,1,0.032,0.0228,0,0.413,0.208,136.017,241126,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Top Drawer,6qLxC1llCFwlAqGXdaiLNX,0,0.431,0.815,0,-5.718,1,0.0368,0.166,7.73E-05,0.317,0.565,159.981,186610,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
SPINN,3VRqGLyj4cnRers46I0Yk4,34,"[english indie rock, liverpool indie]",Bliss,3emJ87kCr7P8VuzyQF0QNZ,Bliss,5mFfb74TAVHGqUHsQgxtEd,0,0.54,0.87,5,-8.181,0,0.0435,0.00206,0.00438,0.35,0.662,79.502,189282,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
The Hails,3g65HWtAf8uyVmpR4sRbrT,48,"[gainesville indie, indie pop]",Stay,36sMKgpinvePfSWHoxaeqZ,Stay,6pcUM78WIkEfPzsWPIqG3l,0,0.665,0.721,9,-4.082,1,0.0269,0.00415,0.00095,0.127,0.65,127.031,159213,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Sawteeth,5SeYLwPSwJRIPyZFCBd68R,0,0.385,0.796,7,-5.846,1,0.0345,0.00601,0.167,0.137,0.561,208.05,240158,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Only Sun,5vTH8OgSq9H6NRrFcxVzZC,22,[english indie rock],Happiness (All My Friends),1wxWgI0mIQ0dRslAhGcOwo,Happiness (All My Friends),2IYLh5fl1VSMW3Dz8Uz9fr,14,0.629,0.684,1,-6.937,0,0.0268,0.00693,7.95E-06,0.0662,0.805,101.018,195227,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Forester Drive,777j2zm0uNmOWsHcMFCyes,0,0.532,0.616,9,-11.703,1,0.0362,0.00301,5.24E-05,0.269,0.771,137.815,205107,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Kids,78W9gWKzGjU7pYG8WOw1n7,0,0.556,0.877,1,-4.52,1,0.101,0.22,0,0.22,0.543,127.08,205921,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Streetlight Kids,3aV6dNrZ1HRGelvNX1k7KF,0,0.397,0.855,4,-4.114,1,0.0457,9.75E-05,1.80E-05,0.343,0.523,135.985,275320,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Cumulus,5kO4scXJTa1QzbxqG55xFK,25,[seattle indie],Comfort World,4yDK9EACIq5DHMP5WQXYJa,Lighter,7Mpz87VpWJaOZHW594h38E,0,0.583,0.389,6,-8.937,1,0.0257,0.74,0.00679,0.112,0.346,128.994,244187,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Outsiders,2XFbcm5UNMNZVPNuChp32e,0,0.472,0.719,11,-6.5,0,0.0292,8.85E-05,6.63E-06,0.0909,0.237,97.003,196254,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Rylands Heath,5stK6mv8dlKYQmZIvr8N6D,13,[],Work of Art,1kx9gXti3ki6PJ4qWCf3aj,Work of Art,2BHY9v2RfVnzh6unn3lWNq,19,0.615,0.802,11,-5.371,1,0.0314,0.00706,8.89E-05,0.365,0.77,130.037,176992,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Paris Youth Foundation,0VbV5uXwfAeHwknldpuAYa,27,"[english indie rock, liverpool indie]",Jessica,2bGkaCcxyiAFVkxJwAvFKT,Jessica,5DpeqwCKYSmfVmz3qXtR2d,0,0.45,0.784,5,-4.217,0,0.0427,0.00011,0.00506,0.439,0.534,135.995,217524,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Suddenly,25JiMCm7VXWblv8pYI1ZMr,0,0.522,0.741,9,-6.429,1,0.026,0.000342,0.0021,0.125,0.527,99.995,232496,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Creature Canyon,2dNInv9DAqXZhseHpSHbV6,27,[],Take What You Want,11H0lplpizOTx1Dx0lkJcm,Take What You Want,5W54QcIchpoTJk4RSKpERJ,0,0.515,0.935,6,-3.767,0,0.0545,0.00491,0,0.113,0.704,148.034,216203,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Hungry Amoeba,6nhBmnhC1v8vOCReSSeGqL,0,0.684,0.502,11,-12.115,1,0.0354,0.243,1.63E-05,0.119,0.49,132.013,221494,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Feel,4PfhdLEqRli2FsXzcwI8pp,0,0.505,0.778,0,-7.126,1,0.0512,0.000349,0.00257,0.115,0.39,78.947,263827,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Five Year Plan,2OwjligBN8fNoIPRwjRV3F,0,0.414,0.775,10,-9.09,1,0.0384,0.0364,0.000148,0.148,0.357,143.624,174328,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Pastis,7FfiiGVEj2XvMjC4U4L4Yk,16,[],Amazon,4WV41qv7DwVQqb81pefP8h,Amazon,5jKuogVSXtMc4Id8fewI7j,4,0.324,0.804,0,-6.097,1,0.0439,0.00197,3.67E-06,0.253,0.356,139.737,181563,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,My Amazon,6ANZaNuYMW4cDM4wHe2fOf,0,0.584,0.906,2,-4.195,1,0.0412,0.276,0,0.315,0.615,109.008,219307,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Young Robin,4BnkPeqmiggfIeutldNqSC,13,[perth indie],Spaces,5EWYUtf6EKam5PPDnsZCkN,Spaces,00iLZPB3OoTOPg9mj6GaZK,6,0.558,0.756,4,-6.698,1,0.0273,0.0105,0.00125,0.264,0.668,101.03,185030,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Only,5Vd6etwv1FXjXxw8Ukto5j,3,[],What Have We Done? (Simple Math),1JqnTVWcYDErcZYBB8wj8x,What Have We Done? (Simple Math),3qjN5HGDfa7Wa2D0E62D8S,4,0.531,0.905,8,-5.877,1,0.0763,3.52E-05,0.000194,0.352,0.497,138.028,177800,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,Don't Let It Die,5xVcIbjWs8PDRUDMbyOgR8,0,0.593,0.802,9,-6.344,1,0.0347,0.0118,0,0.238,0.749,137.959,202001,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock /Alt Compilation (January 2019),57BrPXIxTG3dwQE6v06dOv,These Words Repeat,4IBqLN0j9jPPsc8TmtRinu,0,0.475,0.926,2,-5.913,1,0.119,0.00124,0.00134,0.115,0.214,147.87,179952,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Paravelle,0QeKOyZ1hCNQr1pglighIa,3,[],Along the Fires,37BGs4FuGyq6suFVDZrLSj,Along the Fires,1tzpwcrNpJCK9XqhduSQp1,3,0.407,0.871,7,-5.5,1,0.0469,0.0033,0.556,0.0953,0.297,150.101,225089,4,Indie/Rock/Alt Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop/ Folk Compilation (January 2019),2dRUbneoEl5n2HItSJLBoL,Ready or Not,2AW1mOB8pKbDiQjKOktanP,0,0.445,0.647,7,-6.465,1,0.0366,0.0556,5.23E-06,0.317,0.255,133.99,231223,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Sheffield,4CDXbURs9NxZWRLVZ2HHto,31,[indiecoustica],Sheffield,4EffyPaJhQpVAgDtoj50Q8,What I'd Do,2QEfkYvLUPwmPoJr4YaMzk,0,0.614,0.521,5,-6.444,1,0.0283,0.529,1.11E-06,0.117,0.525,141.873,155915,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
WILD,0jcaMhfyinUx3Pj8w4nmWZ,58,"[folk-pop, indie poptimism, indiecoustica, neo mellow, pop rock, stomp and holler]",Just Begun,3EzjUGmaqTcjTBRQasb9QA,Just Begun,2wHlzee989fIKQvcuuKK2K,0,0.652,0.689,0,-5.725,1,0.0415,0.239,2.85E-05,0.606,0.673,120.033,180000,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop/ Folk Compilation (January 2019),2dRUbneoEl5n2HItSJLBoL,Flicker in the Flames,0Y01R2mSS0ltYfp8uVCDi9,0,0.526,0.389,11,-14.226,1,0.0274,0.122,0.326,0.079,0.144,95.074,218045,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Tom Leeb,35fF6CkBMBkqoebE4lc3GY,29,[variete francaise],Are We Too Late,3ANlFv0FYgoz0ggBIwANrw,Are We Too Late,1erosJvczyB8pwmxFdrgrX,29,0.422,0.607,0,-9.599,0,0.0401,0.666,0.00111,0.0922,0.28,166.012,292840,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Love & War,1omXekj8kfauUV72hFub9g,2,[fort worth indie],Bonsai,1UHPgMSkjeZsDHj0lGgfDU,Bonsai,1B9ns6HcnTD11NgYTf75kT,8,0.519,0.728,7,-8.221,1,0.0333,0.186,0.0173,0.108,0.698,162.046,281774,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop/ Folk Compilation (January 2019),2dRUbneoEl5n2HItSJLBoL,Lucky One,6OGsNPXbMOFoYjrPI5gVSk,0,0.625,0.407,9,-8.534,1,0.0382,0.707,4.06E-06,0.0943,0.376,122.109,284564,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
Milo Greene,5euJsEvfrlfhYDorMR40OF,48,"[la indie, metropopolis, shimmer pop, stomp and holler]",Adult Contemporary,5F0WmanPexvr3tU9MQcZJn,Young at Heart,1Fy6kpVQbmXO2vTUem69Dj,0,0.549,0.761,0,-6.601,1,0.0451,0.134,0.00112,0.338,0.616,165.91,209280,4,Indie/Pop/Folk Compilation - January 2019 (alexrainbirdMusic)
