artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Halifax,3vIOXtxsMcsyxJ3UvXLi6v,15,0.603,0.341,2,-11.851,1,0.0313,0.849,0.123,0.103,0.322,146.107,166773,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Winter,0FTMWsC21cTc9GpEt2LSeK,15,0.574,0.459,3,-11.356,1,0.0316,0.799,0.00272,0.0926,0.312,76.112,243868,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,In the Morning,07NkfTzWu7AI3jtsYazm3j,14,0.482,0.436,9,-10.982,1,0.0328,0.39,0.0024,0.0959,0.228,88.127,228452,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Georgia Grae,2JK3xATgE1i9vmGAW5p6FJ,7,[],Looking Into Your Heart,53NW5vSRY2iUH7f0mKG9di,Looking Into Your Heart,7Lo4JBSh0KTuOoNgXB5Plw,14,0.539,0.199,8,-15.79,1,0.0311,0.919,0.145,0.0925,0.0956,98.125,215827,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Thomas LaVine,2T7YLT9nMnXlnW0UjJBN70,27,[],Hand and String,7bYnGGz2My4DQt9uP2Unvb,Hand and String,0dIJfBaOaVKnDfPUY4gpNN,22,0.433,0.449,1,-12.689,1,0.0313,0.752,0.0305,0.112,0.163,154.981,234986,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Minru,7ofDeyinYugiOywRxjs5c2,15,[swedish indie folk],Liminality,35b5EStxb2BkZnfyJr2CiR,Wildfire,5W9cJdvPtkuPaVtJAIylbM,22,0.459,0.164,9,-15.469,0,0.0357,0.875,0.000924,0.11,0.102,130.328,246594,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Floating Away,77o1e2fzyquCA0a3LY5L25,14,0.482,0.306,0,-13.198,1,0.031,0.443,0.00544,0.0943,0.19,126.042,215238,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
K E M A L,5Fd7uQWqAWTmcOidyOUhDo,51,[swedish pop],between my heart and where you are,5SnjzTOh2dFFad4Elxr8FJ,Everything,3nP87qwQSf76WyKL3UJMr3,39,0.437,0.227,3,-12.769,1,0.0306,0.739,0.000544,0.109,0.0851,116.07,262667,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Perfume on the Page,0l8d8Xdf0xmhehLPoO5U1U,13,0.567,0.535,10,-7.654,1,0.0403,0.822,0.0222,0.119,0.172,60.667,158907,3,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Good Thing Going,5WDKYMUKHLSYtOFqNm0SqB,13,0.704,0.176,10,-13.972,1,0.0369,0.893,1.31E-05,0.104,0.27,125.091,267206,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,The Other Side,4I4vcU4aFl5wc4eOw1k8fy,14,0.263,0.18,7,-13.652,1,0.0439,0.896,0,0.131,0.137,71.696,194455,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Pat Hull,5EjzAdNsucejLixzTQLb7s,14,[],Ice Fishing,3SLbbNttoUdbB0VbBNi1N1,Ice Fishing,5IKavIMB9yzNYPmAboW1oY,12,0.488,0.246,8,-13.434,1,0.0314,0.902,0.000959,0.112,0.153,77.833,218823,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Rachael Jenkins,5j0GrXECgqyWvysNyBN0CP,33,[gen z singer-songwriter],Secrets,7eHb55jHq7cPgnKquT81xs,Secrets,4e2OclvRO3w8s4VomIbfxF,32,0.517,0.255,1,-12.936,0,0.0364,0.809,0.000112,0.137,0.163,127.079,252769,3,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Baerd,6L6LwshK4H0TVqsNfCO69t,34,[],Fall in Love Forever,2tLbu7wArwTxFC0aomOHk6,Fall in Love Forever,2EXLqFr6iaGXrQKeUJ1zvn,36,0.572,0.51,6,-10.469,1,0.0297,0.895,0.164,0.114,0.527,135.042,208200,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Alex Dunn,7fcScbmSGTa4khKvH4WDek,5,[],Southern Star,3AMgBoFalI9BZPbSEdDSNd,Southern Star,3XQZ76x59DXkGxBGPZk69C,12,0.574,0.233,1,-13.551,1,0.0335,0.941,0.000711,0.113,0.238,144.445,210466,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Embleton,5c0MLyuxR1EaRCMNPcgT7J,12,[],Heavy On Me,1VNhER3oIhGz97pefN4OWI,Mirage,69AYxXUomOnXdQyVYCanqk,14,0.53,0.36,1,-10.279,1,0.0296,0.71,0,0.145,0.156,101.481,216605,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Caroline Marie Brooks,3zLloo75fc1QrUzWcsN1Pe,16,[],Everything at the Same Time,1UEVxZBGGznKlqKUGBAtNk,To the Waves,1M3TqRjlFnh7livBEP41YK,13,0.566,0.294,0,-11.174,1,0.0306,0.727,1.74E-05,0.0949,0.365,141.059,274960,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Nadia Kamrath,61GgMthExetzzfmrqTBuHq,18,[],Confessions,70eK4Ra787ljtx2qmfkMRL,James,6FfQgX1OHAWvRWNw0OHJUu,20,0.347,0.51,9,-12.81,1,0.0436,0.446,0.00725,0.126,0.108,90.825,265579,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
The Franklin Electric,6LLYwvo2N1nDcUvyw9XPGN,51,"[canadian indie folk, indie quebecois]",Lesser of the Worst,1jXQIRWe4Hsrm2RgHA4BXe,Lesser of the Worst,1IPgsip8f4yUVdN4sgeeSw,46,0.523,0.337,4,-11.038,1,0.0321,0.89,0,0.124,0.451,104.391,146573,5,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Indie-Folk Compilation - Winter 2022,2VJr7Il6sb22iWUJWoBPoJ,Snowflake,06juLVVKGcFZI42IfOrBMB,18,0.637,0.332,8,-14.741,1,0.0335,0.795,0.033,0.125,0.286,102.059,193018,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Georgi Krastev,16v2ZYiOULdGuzZkhTnAhK,0,[],Winter Morning,3uR34xAWl6KMoR1g5XTTSs,Winter Morning,7uHC8vnMboOkx3hMQymp07,27,0.495,0.24,9,-16.052,1,0.0295,0.816,0.911,0.109,0.347,145.146,186503,3,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Forever Honey,4Cb3ba0NtoWqbwygQNCyjN,22,[modern jangle pop],Could I Come Here Alone,1wHYIVOff3V4eVXRIOMk30,"I'm A Winner, I'm A Loser",2hAxVWUdo9Lz6dymPZ3QxI,13,0.339,0.573,9,-8.09,0,0.0327,0.0171,0.149,0.487,0.0773,142.223,200613,3,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Luna Keller,1Mqp7hngFJzrCbUePtHzTj,29,[],Wolves,77XEx09EXg8f0R4GTjwCeI,Wolves,7lBDq5hxeUcf5wBb9jpqOz,21,0.54,0.349,10,-12.593,1,0.0289,0.689,0.00017,0.204,0.163,119.901,295500,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Children of Indigo,0a9kC6aLWS4HKK2X3yzDGK,29,"[modern indie folk, ottawa indie]",After All,11OI5CyF7IOiq9LTAX2uK5,After All,0BCc9pCOMD5wGhwIyC043w,31,0.565,0.347,9,-12.023,1,0.0342,0.928,9.70E-05,0.114,0.377,123.801,159943,4,Indie/Indie-Folk Compilation - Winter 2022/2023 ❄️ (alexrainbirdMusic)
Charlie Oriain,0rNWn0b2f8PiL8VAdDR152,54,[],Grow Out Of It,6IWfby0SmSyiU2SSktO7E7,Grow Out Of It,58CUtwjF3a0YrYR5Akh3cn,41,0.491,0.258,9,-14.973,1,0.112,0.782,0,0.0928,0.347,158.862,151106,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Canyon City,6TdfKQvrdHZdr4DIzjuWOr,55,"[acoustic pop, indie folk, indiecoustica, neo mellow, viral pop]",Blood,2A3a9WxEKjpG4nLdJrTQcX,Blood,0Ht4rJqj1RsXPrgbhbcDOa,38,0.392,0.38,3,-10.429,1,0.0418,0.723,0,0.0972,0.155,82.901,236427,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Hazlett,1zO3MgzmcwZLLNUQqeU2XH,53,"[brisbane indie, indie anthem-folk, indie folk]",Part Time Lovers,0wcyQMBIXTuUJz3FokoVwp,Part Time Lovers,5PSnffyT93zHiE23tRsL0O,41,0.548,0.395,0,-16.282,1,0.0378,0.622,0.00771,0.103,0.138,131.82,190962,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Jolé,293DzAwiQQs4mkeOzQ6lOu,50,"[indie folk, modern indie folk]",Let Go,7wAy9EaMfQUuNSmFhqvua0,Let Go,5qLgzDazbnPRP6VStc30uE,27,0.522,0.62,1,-7.693,0,0.027,0.682,0.0389,0.122,0.488,156.092,184113,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Gabrielle Grace,04I7vAN53FF1W4I3c0kdnS,27,[],Two Sides,0sC9iuT32r2Han1fXTF3OI,Two Sides,22OoC2yDLHILWAfKVpFJpp,21,0.527,0.44,8,-9.16,1,0.028,0.0812,0.0388,0.0816,0.176,137.099,312900,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Northwest Stories,5w1g5MrRpY3zWraNx9HMXS,34,[],Greener,10oJcH4v8Jo9d4nOQJniSq,Scenic Route,3R8mnqjF3GIxaiVnMIaPbx,18,0.395,0.358,9,-9.851,0,0.037,0.697,0.000704,0.2,0.446,83.449,211894,1,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Blue Lupin,4nvmEaGN3anmieg2aqqoCp,12,[],Television,36WPNDd4TqMRyzNru2iOFQ,Television,5JQcSlH7FGWGzJUdJBMxE2,18,0.441,0.54,8,-9.648,1,0.0279,0.462,0.126,0.1,0.133,92.942,247677,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Lockton,5y5C9KtxRHH1FazZIYxGcc,17,[],Isle I Am,0mm6S4KEQg4CTVNctPoRT5,As I Fall,7uxsteLGoF45ohDR1bWHGG,14,0.241,0.326,11,-13.153,1,0.0374,0.385,0.431,0.19,0.0479,104.518,228181,3,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Ryan Harris,38Cj253ij4uQ7Rce6tArIG,45,[],Same Sun,0iDJ1kQZNuXhilxTTCwAHA,Same Sun,6MEoQa6jl59PrxnItrOJGY,36,0.709,0.317,1,-14.185,0,0.0347,0.686,0.201,0.106,0.263,117.033,185899,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Joe Dolman,4A5MQi1opEqAcE0yZCmrZw,32,"[coventry indie, indie anthem-folk]",Until You Fall in Love,6M6hf8xTPbk868T11JIybl,Until You Fall in Love,1ZDtCnvDsnzFG3EF6AuOsw,17,0.627,0.436,3,-8.905,1,0.0298,0.355,0,0.163,0.399,119.892,206000,4,"The Indie Chart ⭐ OUR TOP 10 SONGS RIGHT NOW ⭐ | alexrainbirdMusic (Pop, Folk, Rock)"
Gatlin,1KGcdM5KxCVydaHe29QAj9,58,"[alt z, indie pop, modern alternative pop]",Sugarcoated,4505aBIeu5JcRNKg3nFQbt,Talking to Myself,53P1pAGKQNXZCb6RaQncFZ,46,0.76,0.67,8,-6.285,1,0.0349,0.713,1.64E-05,0.106,0.739,120.954,231269,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Only Human,4RqPVTKTONmT9fm1AFkMZj,Only Human,51bPHXo5twJG8O3UilA8Xk,11,0.538,0.471,8,-9.594,1,0.0377,0.732,0.00627,0.161,0.265,145.861,241440,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Dhruv Visvanath,5npIe0yBbHoAwQ5XYVVEwn,25,"[indian indie, indian singer-songwriter, new delhi indie]",The Book of I,2Yz0NqYcoPvEcFPf7jwx1Z,Wildfire,4J35BihbMneCj7a1ctRioO,0,0.811,0.406,1,-10.839,0,0.0563,0.266,0.00225,0.0871,0.965,130.097,209543,1,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Riley Pearce,0A3HlWZGV8WrCcqxKM2neg,52,"[australian singer-songwriter, indie anthem-folk, indie folk]",Golden Retriever,2cjR5FI9JDb6Gqhh9RfKQD,Golden Retriever,0VVyTTEaF7nmWJFTBl3OAO,0,0.701,0.799,8,-6.417,0,0.0312,0.0201,0.0167,0.0845,0.97,113.974,218578,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
girlhouse,7AWyYXZ5tIc0xNSfKLD3QX,46,[indie pop],loaded gun,2Ez698EgVsoo910TP135N2,loaded gun,0pZsHpKYy6BpBpez1X1dBs,16,0.772,0.692,11,-8.192,1,0.0513,0.00742,0.00246,0.268,0.869,126.97,230905,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Satellites,5gSWt8udwTnESKAzlVmAnm,Satellites,1SZxULvjYoDXdpaanbYQF6,10,0.405,0.377,2,-13.3,1,0.0314,0.644,0.322,0.122,0.32,75.715,212760,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
LOUD HOUND,0GrpGhTrgIvdNRAOl96Co9,30,[],Keep Ya Head Up,4qyADNcAAn0WPAQ60bZmVy,Keep Ya Head Up,1lHUMFO0jvf4zb3lawyUyN,0,0.469,0.968,1,-6.889,1,0.104,0.00403,0.000162,0.201,0.239,130.01,210348,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Yeti Tactics,7x9Fs2EoC9wnaAn15xcwVO,8,[],El Matador,3TMXk5CJVoPTxE7sninoaZ,El Matador,6O2qGVur2wF7trf7xCKYge,0,0.662,0.691,9,-7.725,0,0.0326,0.0367,1.42E-05,0.395,0.819,122.903,211220,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Lake House,35a6a9ogPXBfZ23PA2tAVO,11,[],Lasso,4kowPQ8rLzSb2QovWSujRj,Lasso,6SB4cpxojmSlEsDYUhvoPQ,8,0.7,0.73,11,-6.085,1,0.0305,0.0342,0.0451,0.09,0.834,137.996,208696,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],Here We Are Now,5GTYE8fDSfLcog7U45MlZ4,Here We Are Now,7ubMrn85hqdYGN8Ro82rsZ,0,0.303,0.903,10,-4.451,1,0.0575,0.00946,0.00155,0.357,0.576,180.049,219893,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Tedadore,5Sy1WoUv5DuzsMoQ0SLp6E,8,[],Cooped Up,4mEIuNYJoXZc1ujBIjRJO8,Cooped Up,7lfJyYsDeEvap64zYfxBS0,0,0.782,0.26,11,-13.809,1,0.0878,0.431,0.0165,0.101,0.375,144.021,246958,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Tómas Welding,5A03saeTY76fYsuWrzUXqr,45,[],Go The Distance,3qh0ELjDeI3n0Go8QHPnxw,Go The Distance,4IV0fYrYnSJOujQMDgK17n,0,0.751,0.84,0,-6.128,1,0.0305,0.0999,6.42E-05,0.0557,0.923,129.997,227077,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Limón Limón,4MVAkLAHeIy5ZmDgonbn70,32,[],Northern California,6sssqeR81LUpzrKQ32dQCu,Northern California,5lTBxL7Zmvli5I8k84uW6l,14,0.752,0.698,6,-7.321,0,0.0291,0.169,0.000582,0.124,0.874,119.968,212526,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Miki Fiki,1O1r2qVtIFqlTJoB4jsJKd,38,[nashville indie],Be With Me,4Idgo1O8xfajjxv6Fq3afr,Be With Me,3wqgy9wMFvNmCJ9BU7B4ir,38,0.594,0.637,11,-8.334,0,0.0536,0.0539,0.018,0.166,0.34,173.904,205767,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Augustine,1esNGCDFDiy6sKEqPhlLb4,53,"[swedish indie pop, swedish pop]",Guts,6szOt2A9ABSPorygYiIKY1,Guts,5cVBkcYGi6aiG4cnTMfN6x,39,0.693,0.649,11,-7.246,1,0.0257,0.157,0.0195,0.0783,0.835,105.984,206233,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Mothé,1aAAIapQGdmLC30d26LZuJ,37,[],It's Ok to Be Lonely,3XhV6xIdk6z9n5MVGcsVRY,It's Ok to Be Lonely,2N4fTXRh7sgl8a2cJcjNoN,35,0.594,0.637,6,-5.35,1,0.0292,0.0403,0.000743,0.0859,0.297,101.982,215814,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Shelter,5KTCqAidbu4iateEvYNMjT,Shelter,1ptLWoNiWdgQftyyBI7hAy,8,0.471,0.699,8,-6.459,1,0.0332,0.0572,2.71E-05,0.0569,0.231,74.981,227907,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock / Alt Compilation (July 2020),4FiguDJ00sAmr1KpvOhb7P,Stay on Me,2eeJzZwbTPoZYoULXT4VLz,0,0.555,0.474,7,-10.027,1,0.0285,0.00912,0,0.132,0.133,95.999,267115,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31,[folk-pop],Silence,52ArhPRfECC5DYWy1hyWjb,Silence,2CG6UxNXOuAbKvsDbknmAA,0,0.641,0.504,6,-10.358,1,0.0825,0.799,3.91E-06,0.0982,0.474,132.983,210600,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Berlue,23AyLrq18LhJG61d8EjSRY,26,[],Shake,7uWqC5HhBDfU2byUR9bxVb,Shake,4K5ncysqHoKAgK3NfkmaZR,5,0.536,0.46,11,-8.432,1,0.028,0.131,2.52E-06,0.112,0.399,140.033,222957,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The 1975,3mIj9lX2MWuHmhNCA7LSCW,83,"[modern alternative rock, modern rock, pop, rock]",If You’re Too Shy (Let Me Know),3yP8qjvxER61axf20pFfAP,If You’re Too Shy (Let Me Know) - Edit,3iEqGBZ2wcpVzhiAcwXVC6,52,0.651,0.806,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641,239877,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
WILD,0jcaMhfyinUx3Pj8w4nmWZ,58,"[folk-pop, indie poptimism, indiecoustica, neo mellow, pop rock, stomp and holler]",Draw the Line,1v8uJvj1uKWRxRFQdDlYJU,Draw the Line,7gWwmTVHY6hJ7S6aqKTkWT,0,0.651,0.577,4,-6.988,1,0.0337,0.763,0,0.0922,0.439,118.951,209908,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock / Alt Compilation (February 2020),2LzTtVjnK1YrqGCDLYXk3m,Broken Glass,3Ax04LgscoLTqvJLUs8Nbm,0,0.688,0.637,7,-6.958,0,0.0327,0.0974,0.0108,0.522,0.251,114.01,208480,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Vista Wolf,05Rmh9BjeHNphP1VGE59s1,12,[],Fever,5obUnjg3OSV7STtAQfIGsm,Fever,5z6X5ddXu4HZzqPlddfQvM,4,0.624,0.552,2,-7.802,1,0.0256,0.00134,3.38E-05,0.267,0.387,90.99,203982,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation (June 2019),4p8wnUhjilKRRrN9aYY9Ph,Hollow,7EyKa0sTc7RWfbR5oSVARE,0,0.71,0.583,1,-8.125,1,0.045,0.0215,1.14E-05,0.112,0.4,130.001,258979,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],Spring Sun,61PxBEdrlvG3Xe8ztPGeWS,Spring Sun,5NGmEzlgoJ9hdV0QGpaVXT,0,0.546,0.895,0,-6.11,0,0.038,0.0169,2.39E-06,0.351,0.904,130.03,183387,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Need You Right Now,2RstShijnH4dX8YVWKUJpo,Need You Right Now,2KyRAms4mefqCj7Tk6XjwO,0,0.465,0.81,1,-6.71,1,0.0308,0.0058,1.36E-05,0.125,0.332,139.011,254467,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Archie Faulks,2hCzdMMvBblxJRezKNz5BY,27,[],Hung Up,68TRn4j7DJhNEASDMzLm6V,Hung Up,5DWksV7ygEcu9H2mjADqHE,0,0.733,0.645,6,-7.376,1,0.0348,0.03,1.09E-06,0.138,0.898,118.989,192395,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],In Colour,5Uob5yt8JgPu0LqeXGN6MT,In Colour,2gpjBMqMhlcoG7x6Pe5iXG,0,0.498,0.905,11,-7.061,1,0.0726,0.00153,0.000616,0.106,0.679,124.99,210240,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31,[folk-pop],Speak,2IQBlErUfn6c1SU8vyFgxU,Speak,4kTntZ55a9fBv1zWOnJEED,0,0.659,0.473,5,-9.057,0,0.0438,0.0267,6.13E-06,0.0895,0.652,87.472,201600,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation (November 2018),3QfVIs4ar2KYu1KSArAryN,Omens,2euwa9OIvhDOLBxtvwkAq7,0,0.776,0.702,11,-5.56,0,0.0283,0.0477,0.491,0.0812,0.97,111.997,244321,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Tia Gostelow,4blt4zG5qMjWCPymNjDNP5,41,"[australian indie, australian pop, brisbane indie]",Phone Me,3P6LO56QQSNmUp2DSzzn43,Phone Me,39W3mFTmxEL7SeSjxZHpZR,6,0.554,0.591,0,-6.37,1,0.0302,0.0373,0.0257,0.109,0.368,125.003,190761,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Night Lights,69yI3uWAzClFygKc7uoXZE,13,[indietronica],Talk to Me,5eZ7vehUKqrfmdQAqtjc1E,Talk to Me,2zms7dCQcr11Aydfruuq7n,14,0.68,0.857,10,-3.607,1,0.0626,0.0133,4.06E-05,0.103,0.895,148.001,200947,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Tipling Rock,2ZDHVJnLtH2KJfBFzShihr,53,[boston indie],Staring,4sxOcWNUtAhcAUH8DDudGn,Staring,0lBOxYabLsCS8Hg5ZRaz7p,60,0.608,0.687,8,-6.447,0,0.0372,0.0417,0,0.0966,0.897,156.95,206333,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
joan,3HXLY1sNXIxHfulrjPiRf5,53,"[electropop, indie poptimism, indietronica, little rock indie, pop]",take me on,0bFDNLvbE7GTHfUasrLy7p,take me on,70hvCk6sUutFjKA1Y4W1mc,0,0.592,0.693,7,-4.934,0,0.0395,0.397,2.87E-05,0.242,0.255,120.076,210840,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Coopertheband,2kpjU0etEN6SR1QFvgBLP6,15,[],Kingdoms,2HgFtT3PNcdkCdjgCHGPhn,Undignified,6gfuPSmyKuvSujT9gkOCoS,2,0.592,0.647,11,-6.874,1,0.0357,0.0408,0,0.401,0.681,141.999,248624,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Clouds And Thorns,33FAMnoGSH6f0R62m2quUP,28,[indiecoustica],Everything Is Possible Now,1sIm4zRSaDEEsnN8hfXshX,Everything Is Possible Now,5cTNmErAZCkqLRdCom5ekD,0,0.657,0.899,0,-5.292,1,0.0378,0.0316,0,0.139,0.782,114.022,194474,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Smith & Thell,1ZrBGJWLL8NiAjgNifCy90,64,[swedish pop],Soulprints,0qovTAXnJUCwDspFQfT5k1,ROW,7Ex4jBxU4e17555B5zruEp,40,0.61,0.699,7,-5.323,1,0.0297,0.313,0.000133,0.126,0.61,109.994,206901,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation - April 2018,1Oc7qd11Soi10PN9dfKhyB,Rest Your Head,3ltMmkcxz8QeVkIZkDhh26,0,0.757,0.599,10,-8.021,1,0.0318,0.173,3.06E-05,0.107,0.474,126.949,242809,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
HARBOUR,58bPSgeKpyyFlJ9LatULIO,57,"[cincinnati indie, modern rock]",Heatwave,6wv4Pu0wtELFxq1gkxmku6,Get You High,1YAk839AZQjTDp7vT0f3Tm,0,0.463,0.742,0,-6.143,1,0.0396,0.0421,4.69E-06,0.331,0.425,169.93,234176,4,Beth's Indie Favourites! 💃 | alexrainbirdMusic
